ID;TITLE;TYPE_ID;STAGE_ID;PROBABILITY;CURRENCY_ID;OPPORTUNITY;IS_MANUAL_OPPORTUNITY;TAX_VALUE;LEAD_ID;COMPANY_ID;CONTACT_ID;QUOTE_ID;BEGINDATE;CLOSEDATE;ASSIGNED_BY_ID;CREATED_BY_ID;MODIFY_BY_ID;DATE_CREATE;DATE_MODIFY;OPENED;CLOSED;COMMENTS;ADDITIONAL_INFO;LOCATION_ID;CATEGORY_ID;STAGE_SEMANTIC_ID;IS_NEW;IS_RECURRING;IS_RETURN_CUSTOMER;IS_REPEATED_APPROACH;SOURCE_ID;SOURCE_DESCRIPTION;ORIGINATOR_ID;ORIGIN_ID;MOVED_BY_ID;MOVED_TIME;LAST_ACTIVITY_TIME;UTM_SOURCE;UTM_MEDIUM;UTM_CAMPAIGN;UTM_CONTENT;UTM_TERM;LAST_ACTIVITY_BY;UF_CRM_1724766584257;UF_CRM_1726250643065;UF_CRM_1726258492614;UF_CRM_1726599068673;UF_CRM_66F2A5356BCEE;UF_CRM_1727216328704
14552;CAMBIADO;SALE;C14:NEW;;ARS;50000;N;;;0;5966;;2024-09-24T03:00:00+03:00;2024-09-25T03:00:00+03:00;8;0;0;2024-09-25T22:41:29+03:00;2024-09-25T22:41:29+03:00;Y;N;Preparate para crear tus mejores diseños;;;14;P;Y;N;N;N;EMAIL;;;;0;2024-09-25T22:41:29+03:00;2024-09-25T22:41:29+03:00;;;;;;0;;124;136;;;[]
